Feature	RF_FeatureImportance	MeanAbsSHAP
TCF7	0.0	0.0
TNFSF4	0.0	0.0
SERPINB2	0.0	0.0
SERPINB7	0.0	0.0
SERPINE1	0.0	0.0
SHC1	0.0	0.0
SHH	0.0	0.0
SLC22A18	0.0	0.0
SMAD2	0.0	0.0
ANGPTL4	0.0	0.0
S100A12	0.0	0.0
S100A4	0.0	0.0
SAA4	0.0	0.0
SAR1B	0.0	0.0
SCARB1	0.0	0.0
SDHA	0.0	0.0
SELE	0.0	0.0
P2RY12	0.0	0.0
CD59	0.0	0.0
DPYD	0.0	0.0
PARP1	0.0	0.0
THY1	0.0	0.0
RELB	0.0	0.0
REN	0.0	0.0
TRAF6	0.0	0.0
SMAD4	0.0	0.0
CP	0.0	0.0
CPT1A	0.0	0.0
CD160	0.0	0.0
CD1A	0.0	0.0
CD276	0.0	0.0
CD46	0.0	0.0
CD83	0.0	0.0
CDC42	0.0	0.0
CDKN2A	0.0	0.0
CEACAM8	0.0	0.0
CCL17	0.0	0.0
CCL18	0.0	0.0
CCL20	0.0	0.0
CCL24	0.0	0.0
SHMT2	0.0	0.0
CCL3L3	0.0	0.0
CCND1	0.0	0.0
CCR9	0.0	0.0
AZGP1	0.0	0.0
BCL10	0.0	0.0
BCL2L1	0.0	0.0
BGLAP	0.0	0.0
C3	0.0	0.0
C4BPA	0.0	0.0
CAMP	0.0	0.0
CASP9	0.0	0.0
HDAC2	0.0	0.0
COL18A1	0.0	0.0
GSTM2	0.0	0.0
CCL25	0.0	0.0
ARRB1	0.0	0.0
ACTN4	0.0	0.0
ADH5	0.0	0.0
CD244	0.0	0.0
AHR	0.0	0.0
AKT2	0.0	0.0
ALDH2	0.0	0.0
ALDH9A1	0.0	0.0
ALDOA	0.0	0.0
ACADM	0.0	0.0
ACAN	0.0	0.0
ACE	0.0	0.0
ACLY	0.0	0.0
ACO1	0.0	0.0
COL2A1	0.0	0.0
ACOX3	0.0	0.0
ACTN1	0.0	0.0
CDH1	0.0	0.0
VCAM1	0.0	0.0
CASP3	0.0	0.0
AGT	0.0	0.0
VAV1	0.0	0.0
VTN	0.0	0.0
WAS	0.0	0.0
ABCG1	0.0	0.0
CEBPA	0.0	0.0
CES1	0.0	0.0
CFTR	0.0	0.0
CLEC5A	0.0	0.0
CLTA	0.0	0.0
ACO2	0.0	0.0
HLA-C	0.0	0.0
HMOX1	0.0	0.0
HSD3B2	0.0	0.0
HSP90B1	0.0	0.0
IFNA21	0.0	0.0
GLUL	0.0	0.0
GNA13	0.0	0.0
GNB2L1	0.0	0.0
GNG10	0.0	0.0
GNG8	0.0	0.0
GP6	0.0	0.0
GPD2	0.0	0.0
GRB2	0.0	0.0
FCER2	0.0	0.0
MYH11	0.0	0.0
FURIN	0.0	0.0
G6PD	0.0	0.0
GAD2	0.0	0.0
GATA3	0.0	0.0
GATA4	0.0	0.0
GDNF	0.0	0.0
FYN	0.0	0.0
COL4A2	0.0	0.0
ELN	0.0	0.0
ETS1	0.0	0.0
EPHA2	0.0	0.0
EPHX2	0.0	0.0
ESR2	0.0	0.0
F3	0.0	0.0
VCAN	0.0	0.0
FCGR3B	0.0	0.0
TGFB2	0.0	0.0
STAB1	0.0	0.0
EPRS	0.0	0.0
BMP4	0.0	0.0
DDIT3	0.0	0.0
DHX58	0.0	0.0
DNM2	0.0	0.0
DNTT	0.0	0.0
EGF	0.0	0.0
TFRC	0.0	0.0
TXN	0.0	0.0
YWHAZ	0.0	0.0
CTTN	0.0	0.0
CXCL1	0.0	0.0
HIF1A	0.0	0.0
CXCL5	0.0	0.0
CYP17A1	0.0	0.0
CYP19A1	0.0	0.0
CYP1A1	0.0	0.0
CYP1A2	0.0	0.0
CREB1	0.0	0.0
CREBBP	0.0	0.0
CRK	0.0	0.0
CRYGC	0.0	0.0
CSF2	0.0	0.0
CSF3	0.0	0.0
CTNNB1	0.0	0.0
CTNND1	0.0	0.0
GYPA	0.0	0.0
GYS1	0.0	0.0
CXCL2	0.0	0.0
IFNGR1	0.0	0.0
IFIT3	0.0	0.0
IRF9	0.0	0.0
PHGDH	0.0	0.0
SIRT1	0.0	0.0
SLCO1A2	0.0	0.0
ACAA1	0.0	0.0
ETFDH	0.0	0.0
EVI2B	0.0	0.0
CD24	0.0	0.0
CD47	0.0	0.0
COMT	0.0	0.0
CR2	0.0	0.0
CYP26A1	0.0	0.0
CD200R1	0.0	0.0
FGF8	0.0	0.0
GNG4	0.0	0.0
SRC	0.0	0.0
TM4SF4	0.0	0.0
CASP1	0.0	0.0
GBP1	0.0	0.0
MAP4K1	0.0	0.0
ACTA1	0.0	0.0
ALDH7A1	0.0	0.0
ARF1	0.0	0.0
CD9	0.0	0.0
GAB2	0.0	0.0
GATA1	0.0	0.0
IQGAP1	0.0	0.0
FGF19	0.0	0.0
IL2RG	0.0	0.0
INPP5D	0.0	0.0
IRF4	0.0	0.0
SIGLEC9	0.0	0.0
SLC2A2	0.0	0.0
UGT2B10	0.0	0.0
ACTG1	0.0	0.0
ADAM17	0.0	0.0
ABCA1	0.0	0.0
GNAS	0.0	0.0
KITLG	0.0	0.0
CCL2	0.0	0.0
CR1	0.0	0.0
GZMB	0.0	0.0
C1R	0.0	0.0
IKZF3	0.0	0.0
APOC1	0.0	0.0
NOTCH2	0.0	0.0
PSMB8	0.0	0.0
SH3GL2	0.0	0.0
PLA2G4A	0.0	0.0
ACADVL	0.0	0.0
KRT19	0.0	0.0
SYP	0.0	0.0
EGFR	0.0	0.0
STAT5A	0.0	0.0
ARG2	0.0	0.0
CTSB	0.0	0.0
IRF1	0.0	0.0
C5	0.0	0.0
ICOS	0.0	0.0
ACSS1	0.0	0.0
ACSS2	0.0	0.0
APOO	0.0	0.0
PDPN	0.0	0.0
PROM1	0.0	0.0
RAP1A	0.0	0.0
RUNX1	0.0	0.0
SUCLG1	0.0	0.0
FTCD	0.0	0.0
MLXIPL	0.0	0.0
ENO3	0.0	0.0
GLI1	0.0	0.0
GNG3	0.0	0.0
HSD17B4	0.0	0.0
NCK2	0.0	0.0
LGALS3	0.0	0.0
MMP9	0.0	0.0
PAG1	0.0	0.0
RELA	0.0	0.0
STAT6	0.0	0.0
TAPBP	0.0	0.0
B2M	0.0	0.0
TNFSF13B	0.0	0.0
ACSL1	0.0	0.0
BIRC2	0.0	0.0
CARD11	0.0	0.0
FPR1	0.0	0.0
CDH2	0.0	0.0
PRKACB	0.0	0.0
ACAA2	0.0	0.0
ITGA2B	0.0	0.0
RPS27A	0.0	0.0
SP1	0.0	0.0
CRAT	0.0	0.0
ACTC1	0.0	0.0
SMARCA4	0.0	0.0
RHOC	0.0	0.0
IFIT1	0.0	0.0
HGD	0.0	0.0
LIPC	0.0	0.0
HSPA9	0.0	0.0
SHMT1	0.0	0.0
SLC2A4	0.0	0.0
TALDO1	0.0	0.0
VCP	0.0	0.0
ACSL5	0.0	0.0
WNT2	0.0	0.0
KLKB1	0.0	0.0
B3GAT1	0.0	0.0
CBL	0.0	0.0
CFB	0.0	0.0
GNA11	0.0	0.0
NGFR	0.0	0.0
RETN	0.0	0.0
RUNX2	0.0	0.0
SDHC	0.0	0.0
SERPINA1	0.0	0.0
PSMB9	0.0	0.0
SCP2	0.0	0.0
TLR6	0.0	0.0
TNFRSF8	0.0	0.0
WASL	0.0	0.0
REL	0.0	0.0
AOC3	0.0	0.0
AKT3	0.0	0.0
CLU	0.0	0.0
DLG4	0.0	0.0
TREM1	0.0	0.0
PRKACG	0.0	0.0
PRL	0.0	0.0
PRTN3	0.0	0.0
PSEN1	0.0	0.0
PTPN1	0.0	0.0
PTPN11	0.0	0.0
PVR	0.0	0.0
RAB5A	0.0	0.0
SLC35A2	0.0	0.0
PLA2G2A	0.0	0.0
PLA2G7	0.0	0.0
POR	0.0	0.0
PPBP	0.0	0.0
PRDM1	0.0	0.0
PRKACA	0.0	0.0
ORM1	0.0	0.0
P4HB	0.0	0.0
PDHB	0.0	0.0
PEX3	0.0	0.0
PEX5	0.0	0.0
PGM1	0.0	0.0
PIK3C3	0.0	0.0
TNFSF9	0.0	0.0
PIK3R3	0.0	0.0
TYR	0.0	0.0
UBE2I	0.0	0.0
UGT1A10	0.0	0.0
UGT1A6	0.0	0.0
UGT1A7	0.0	0.0
UGT1A8	0.0	0.0
UGT2B11	0.0	0.0
UGT2B15	0.0	0.0
UGT2B28	0.0	0.0
VAV2	0.0	0.0
VAV3	0.0	0.0
VDR	0.0	0.0
WNT1	0.0	0.0
PIK3R2	0.0	0.0
RAP1B	0.0	0.0
RHOA	0.0	0.0
LRRK2	0.0	0.0
IFIH1	0.0	0.0
TIAM1	0.0	0.0
ZEB1	0.0	0.0
CD200	0.0	0.0
FGF2	0.0	0.0
H2AFZ	0.0	0.0
TLR5	0.0	0.0
TLR9	0.0	0.0
TMPRSS6	0.0	0.0
TNF	0.0	0.0
TNFRSF10A	0.0	0.0
TNFSF11	0.0	0.0
RAF1	0.0	0.0
LOX	0.0	0.0
NRAS	0.0	0.0
PTPRJ	0.0	0.0
SDC4	0.0	0.0
SLC10A2	0.0	0.0
SLC11A1	0.0	0.0
TPI1	0.0	0.0
TSLP	0.0	0.0
GPT2	0.0	0.0
HSPA8	0.0	0.0
IGF1R	0.0	0.0
IGF2	0.0	0.0
LDHA	0.0	0.0
MDH1	0.0	0.0
MTHFR	0.0	0.0
SERPINF2	0.0	0.0
SOD1	0.0	0.0
CD48	0.0	0.0
CXCL10	0.0	0.0
GOT1	0.0	0.0
MS4A4A	0.0	0.0
UGT2B7	0.0	0.0
CFL1	0.0	0.0
CHUK	0.0	0.0
IL1RN	0.0	0.0
INS	0.0	0.0
IRF5	0.0	0.0
NOTCH1	0.0	0.0
PTGS1	0.0	0.0
PTK2	0.0	0.0
PXN	0.0	0.0
NF1	0.0	0.0
CEACAM5	0.0	0.0
DLD	0.0	0.0
EPHX1	0.0	0.0
ERBB4	0.0	0.0
GNB3	0.0	0.0
GNPAT	0.0	0.0
IGFBP3	0.0	0.0
PECR	0.0	0.0
PLAUR	0.0	0.0
GFAP	0.0	0.0
GNAO1	0.0	0.0
ETFA	0.0	0.0
FGR	0.0	0.0
GNB4	0.0	0.0
NFATC1	0.0	0.0
MAPK3	0.0	0.0
KRT18	0.0	0.0
TLR3	0.0	0.0
SLC2A1	0.0	0.0
CSF1	0.0	0.0
S100A8	0.0	0.0
ITGB4	0.0	0.0
NTRK1	0.0	0.0
PGF	0.0	0.0
PYGL	0.0	0.0
RORC	0.0	0.0
TBK1	0.0	0.0
TJP1	0.0	0.0
TRAF3	0.0	0.0
PIPOX	0.0	0.0
NOS3	0.0	0.0
JAK1	0.0	0.0
CARM1	0.0	0.0
PIK3R1	0.0	0.0
PRKCA	0.0	0.0
HSPA1A	0.0	0.0
IL11	0.0	0.0
PRKCQ	0.0	0.0
A1CF	0.0	0.0
ABCB11	0.0	0.0
ABCC2	0.0	0.0
ABCG5	0.0	0.0
ABCG8	0.0	0.0
ADH4	0.0	0.0
AFM	0.0	0.0
CD3D	0.0	0.0
ENO1	0.0	0.0
LCN2	0.0	0.0
MME	0.0	0.0
MMP13	0.0	0.0
MPO	0.0	0.0
PLAU	0.0	0.0
TNFRSF13C	0.0	0.0
A1BG	0.0	0.0
HCK	0.0	0.0
IL10	0.0	0.0
IL1B	0.0	0.0
LGALS9	0.0	0.0
AGRN	0.0	0.0
BECN1	0.0	0.0
AGXT	0.0	0.0
TYK2	0.0	0.0
ARHGAP9	0.0	0.0
C1QB	0.0	0.0
C1QC	0.0	0.0
CD53	0.0	0.0
CTSS	0.0	0.0
EP300	0.0	0.0
GAD1	0.0	0.0
IL27RA	0.0	0.0
IRS2	0.0	0.0
MAP3K7	0.0	0.0
NOX1	0.0	0.0
PTK2B	0.0	0.0
UBB	0.0	0.0
VDAC1	0.0	0.0
PIK3CD	0.0	0.0
ALDH1B1	0.0	0.0
AQP9	0.0	0.0
CCL21	0.0	0.0
CD274	0.0	0.0
CD70	0.0	0.0
DGAT1	0.0	0.0
RPS6KB1	0.0	0.0
SREBF1	0.0	0.0
TNFRSF4	0.0	0.0
ACOX1	0.0	0.0
CCL8	0.0	0.0
CSF3R	0.0	0.0
CYP2C9	0.0	0.0
IL18RAP	0.0	0.0
MAPK1	0.0	0.0
APOH	0.0	0.0
APOM	0.0	0.0
AHSG	0.0	0.0
AIM2	0.0	0.0
AKR1D1	0.0	0.0
ALB	0.0	0.0
ALDH6A1	0.0	0.0
ALDOB	0.0	0.0
AMBP	0.0	0.0
ANGPTL3	0.0	0.0
GNG12	0.0	0.0
MAPK11	0.0	0.0
TRAF2	0.0	0.0
ABCB1	0.0	0.0
CCL7	0.0	0.0
FLT3LG	0.0	0.0
GIMAP5	0.0	0.0
ABL1	0.0	0.0
SCD	0.0	0.0
TGFBR1	0.0	0.0
TIMP1	0.0	0.0
IFNAR1	0.0	0.0
NCOA6	0.0	0.0
TLN1	0.0	0.0
PRNP	0.0	0.0
BIN1	0.0	0.0
CD2	0.0	0.0
TXNRD1	0.0	0.0
CD209	0.0	0.0
CD226	0.0	0.0
MICB	0.0	0.0
DICER1	0.0	0.0
ACADS	0.0	0.0
ARRB2	0.0	0.0
CD37	0.0	0.0
CXCR5	0.0	0.0
CYBB	0.0	0.0
CYP2E1	0.0	0.0
FCGR2B	0.0	0.0
FYB	0.0	0.0
BTK	0.0	0.0
BTLA	0.0	0.0
C1QA	0.0	0.0
C3AR1	0.0	0.0
C5AR1	0.0	0.0
APOC3	0.0	0.0
C8B	0.0	0.0
CCL13	0.0	0.0
ARG1	0.0	0.0
ARHGAP30	0.0	0.0
BAAT	0.0	0.0
BATF	0.0	0.0
BATF3	0.0	0.0
BCL2A1	0.0	0.0
BIRC3	0.0	0.0
BLK	0.0	0.0
ANPEP	0.0	0.0
AOAH	0.0	0.0
APCS	0.0	0.0
APOA4	0.0	0.0
APOC2	0.0	0.0
C8A	0.0	0.0
EPO	0.0	0.0
IL1R2	0.0	0.0
IL7	0.0	0.0
TNFAIP3	0.0	0.0
ALDH18A1	0.0	0.0
BCL2L11	0.0	0.0
CEBPB	0.0	0.0
CXCL6	0.0	0.0
ERBB2	0.0	0.0
NOTCH3	0.0	0.0
PC	0.0	0.0
S100A9	0.0	0.0
TAC1	0.0	0.0
FCGR2A	0.0	0.0
SYK	0.0	0.0
HLA-E	0.0	0.0
ITGA4	0.0	0.0
PLEK	0.0	0.0
RUNX3	0.0	0.0
CPS1	0.0	0.0
CTSD	0.0	0.0
HIST2H2BE	0.0	0.0
HSPA5	0.0	0.0
LIPG	0.0	0.0
MGST1	0.0	0.0
PPARA	0.0	0.0
CSK	0.0	0.0
EDN1	0.0	0.0
ESR1	0.0	0.0
HLA-B	0.0	0.0
IL23A	0.0	0.0
IL6ST	0.0	0.0
LAMP1	0.0	0.0
CNR1	0.0	0.0
KIT	0.0	0.0
SDHB	0.0	0.0
AGXT2	0.0	0.0
ANG	0.0	0.0
LY86	0.0	0.0
TLR1	0.0	0.0
ATM	0.0	0.0
RNASE2	0.0	0.0
PPIG	0.0	0.0
ERBB3	0.0	0.0
DDX58	0.0	0.0
YES1	0.0	0.0
ACTR2	0.0	0.0
AP2S1	0.0	0.0
LMNA	0.0	0.0
PTPN6	0.0	0.0
RHOG	0.0	0.0
SERPINB8	0.0	0.0
SOCS1	0.0	0.0
LSP1	0.0	0.0
PCK2	0.0	0.0
RAC2	0.0	0.0
STAT4	0.0	0.0
AFP	0.0	0.0
APOE	0.0	0.0
CCL26	0.0	0.0
ALOX5	0.0	0.0
APBB1IP	0.0	0.0
CCL15	0.0	0.0
CD300LF	0.0	0.0
CD52	0.0	0.0
CD72	0.0	0.0
GOT2	0.0	0.0
IDH2	0.0	0.0
LPL	0.0	0.0
MRPS7	0.0	0.0
MSN	0.0	0.0
MYC	0.0	0.0
PTGS2	0.0	0.0
TNFRSF11B	0.0	0.0
CANX	0.0	0.0
FOS	0.0	0.0
FAS	0.0	0.0
HIST2H2AC	0.0	0.0
ITGAV	0.0	0.0
UGT2A3	0.0	0.0
AGER	0.0	0.0
AKR1B1	0.0	0.0
GPR65	0.0	0.0
ITGB7	0.0	0.0
LAPTM5	0.0	0.0
P2RY13	0.0	0.0
RNASE6	0.0	0.0
SLA	0.0	0.0
ALDOC	0.0	0.0
BST2	0.0	0.0
SOX9	0.0	0.0
DBI	0.0	0.0
GAPDH	0.0	0.0
ANXA2	0.0	0.0
CD44	0.0	0.0
CISH	0.0	0.0
IKBKB	0.0	0.0
IL15	0.0	0.0
MYD88	0.0	0.0
NFKBIA	0.0	0.0
OAS1	0.0	0.0
PLCB1	0.0	0.0
RBPJ	0.0	0.0
SDC1	0.0	0.0
PLCB2	0.0	0.0
TNFRSF1B	0.0	0.0
SERPINA5	0.0	0.0
CXCL16	0.0	0.0
GNB2	0.0	0.0
HBEGF	0.0	0.0
HDAC3	0.0	0.0
HLA-A	0.0	0.0
CD74	0.0	0.0
CYP3A5	0.0	0.0
HADHB	0.0	0.0
HLA-DMB	0.0	0.0
HLA-DRA	0.0	0.0
KLRG1	0.0	0.0
LYZ	0.0	0.0
PDCD1LG2	0.0	0.0
PDPK1	0.0	0.0
RAC1	0.0	0.0
ATG7	0.0	0.0
